Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ireland,IRL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,76.60119629,78.5493927,84.37776184,87.43462372,91.27919006,93.69290161,95.53276825,96.62967682,97.16123962,98.03795624,99.29479218,102.4393082,103.7294464,104.682579,105.0074692,104.5551682,104.2791519,103.3005829,102.0486603,101.8444366,102.7485504,105.1294479,111.5419006,113.5571594,114.5662231,114.6677017,116.5908585,105.1875916,108.3124237,109.5493622,109.8085709,111.2924576,112.4723282,113.6817627,114.5626526,113.7627563,115.0100021,114.9886398,118.5281372,121.6574707,118.0788879,119.3813324,,118.2979279,118.6520386,118.6133804,124.2928772,165.3072815,
"Iran, Islamic Rep.",IRN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,17.89356041,24.39439011,26.43704033,28.58074951,31.7376709,34.1212883,36.28131866,,,,,,,,36.5112114,,,39.65267181,,44.30686951,46.54655075,49.48326874,54.1844101,58.78903961,62.40541077,,68.87036133,,73.48777771,74.5149765,74.07559967,75.0605011,74.89951324,75.91750336,75.80554962,77.24053955,78.06748199,79.28333282,79.7385025,77.95388794,80.20758057,81.89663696,80.81198883,82.20404816,82.97184753,84.78650665,84.65444183,,
Iraq,IRQ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,13.90231991,14.57534027,16.32139969,17.9713707,20.25795937,21.52721977,24.05752945,27.40903091,30.55686951,33.46865845,35.36328125,36.83792114,35.29536819,34.1359787,35.68775177,36.42866135,36.46667862,36.25458145,36.05614853,,,,32.04302979,,,30.2041893,,,26.91980934,28.70763016,28.48295975,,35.24082184,38.22748184,,,46.00391006,,,,,,,,,,,,
Iceland,ISL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,72.60791779,,,,73.2532196,74.90933228,78.46173859,,,80.58953857,81.75369263,,84.64655304,85.88524628,,90.00763702,,92.99124146,94.29303741,,97.73842621,100.0623016,101.7737122,101.4970932,101.2671432,101.6579208,,112.4247818,111.2349625,110.3918076,110.3469391,115.3630066,120.1804504,111.5233688,112.0668488,112.1680374,112.1810303,110.1871796,108.0543976,108.1961136,106.989151,109.6415634,120.5984879,120.7052689,119.5652237,117.7392197,116.8998795,117.3448563,
Israel,ISR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,78.55647278,80.8345871,81.30666351,81.5896225,81.87415314,82.76120758,84.43836212,87.09409332,,,92.81697083,94.33811951,94.87744141,93.09837341,93.29679871,93.57135773,94.20977783,92.53344727,93.5745697,94.8414917,94.61193085,93.22606659,,,,,101.0524292,104.2104187,104.8257675,106.4882889,105.421463,105.5265808,105.6415634,105.8964386,105.6743698,104.9660797,104.3014603,104.4949112,103.9204865,103.2837677,103.7264786,103.8315506,104.1911087,106.1546783,105.9944382,106.4938889,
Italy,ITA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,54.37448883,56.84521866,59.51734161,61.75983047,63.06388092,66.21975708,68.17195129,69.73345184,70.27675629,70.61155701,70.89343262,71.20609283,71.91300964,72.52417755,73.38259125,74.55284119,75.81433105,77.0200119,78.21730804,80.51712036,80.93578339,82.24134827,83.37390137,87.38067627,88.51895142,89.56916809,90.30935669,90.42263031,91.78218079,91.23043823,95.01995087,96.42989349,97.84671783,98.74236298,98.93166351,99.57772064,99.94496918,100.5904083,101.0074387,102.3517532,102.5904617,101.4299927,102.0312195,101.9810486,102.1038513,101.898941,100.9007111,100.6277924,
Jamaica,JAM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,55.67367172,50.16653061,60.63764954,63.32184982,63.7909584,,67.82515717,73.19068146,71.54843903,,66.41729736,63.91917038,64.74281311,63.7466507,62.78779984,67.00553894,67.24964142,,71.45290375,,67.35375214,,,,,,87.08157349,86.44792175,85.63784027,86.09111786,86.33750916,91.9401474,92.39720154,,95.38049316,96.57037354,95.90975952,95.5078125,95.40251923,,85.58387756,85.39858246,83.75576019,85.85099792,83.62020111,83.60948944,86.13379669
Jordan,JOR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,33.01063156,34.64218903,37.13710022,41.11016846,46.49427032,52.28435135,57.50083923,62.63386917,67.22544861,70.4389801,72.34411621,75.62402344,76.98391724,78.15727997,80.01841736,78.2372818,76.37837219,76.2053833,74.41443634,74.59387207,76.59799194,80.74690247,81.26719666,82.04437256,,83.19190216,,,84.27210236,84.14263153,,86.55869293,86.89460754,85.85600281,85.6754303,86.85489655,86.83933258,87.30764008,,81.6359787,79.04631805,75.21711731,71.85353088,70.33334351,,,63.61368179,64.15522003,66.00148773
Japan,JPN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.61755371,,,,97.91065216,93.33998871,93.94168091,96.19918823,,,,,,99.71721649,,,,98.75034332,100.2562866,102.7082596,103.8774414,107.9512177,112.235878,114.7610397,114.7327499,114.718071,113.7929916
Kenya,KEN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,10.2783699,11.03092003,12.21901035,12.99829006,14.23285961,15.78195,,,,,24.47112083,24.21388054,24.01466942,25.14422989,26.99662018,33.4365387,33.79370117,35.71868896,35.31843185,,,,,,,,,,,37.01644897,37.67871094,38.47821045,39.41941833,42.85229874,44.60084152,45.65167999,46.85911179,47.13130188,53.85845947,53.66181946,,,,,,,,,,
Kyrgyz Republic,KGZ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,106.7241364,,,,,109.8235016,,,104.5732727,105.2972336,104.1673279,102.2337418,,,,,,,85.11186981,86.21839905,85.97840881,85.11997223,90.33367157,88.66655731,86.73478699,86.62055206,86.31478119,,88.98432159,87.43225098,87.67681122,88.32147217,89.40171051,91.18422699,91.70159912,93.76554871,93.78848267,95.04675293,96.28868103
Cambodia,KHM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,5.171490192,,,,,,,,,,,,,,,,,,,,,,,,,,,12.58483982,11.47303963,12.15723038,13.64416027,17.19413948,21.47627068,25.72554016,,35.12715149,38.51498032,41.59923935,,,,,,,,,,,
Kiribati,KIR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,8.815349579,9.125169754,9.079050064,9.509360313,10.58708,9.794549942,,12.21144962,17.29272079,22.21208954,25.31875992,20.96258926,21.15167046,21.03960037,22.16239929,24.89241028,26.8614502,30.05155945,32.44815063,33.83708954,37.32143021,38.74813843,41.35625839,,,44.23973083,47.8305397,,48.78466034,63.81137085,70.73171234,84.00805664,88.74530029,96.17967224,96.8809433,95.32247925,95.86711121,95.44312286,91.4431076,,,,,,,,,,,
St. Kitts and Nevis,KNA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,64.98016357,68.00804901,69.42653656,73.98802948,80.40000153,80.8724823,,,84.95609283,85.93331146,,,,,,,118.6390533,111.2177887,108.7657394,107.9079132,101.0967102,99.89994812,,114.0966873,113.5162582,110.4891586,105.1536179,104.7411728,88.83055115,122.1323166,105.0408096,107.454628,108.6582336,,,
"Korea, Rep.",KOR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,30.42723083,34.00888062,37.03966141,40.64530182,44.26475143,48.42472839,52.57955933,56.41923141,61.21207047,69.09619141,75.75512695,76.95427704,79.00515747,84.35011292,87.34335327,90.04470062,93.4925766,90.50087738,90.96497345,91.07193756,90.77407074,90.61026001,93.00212097,96.05290985,98.61850739,100.8279572,99.02883911,96.90223694,96.12468719,96.28025818,96.40773773,96.75675201,97.6781311,98.43670654,98.21295929,96.31867218,95.40699768,95.01820374,95.8035202,96.08892059,96.49443054,97.47408295,99.09625244,99.61257172,99.65579987,100.0658493,100.0012894,98.14108276,
Kuwait,KWT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,57.19998169,57.04314041,56.6459198,56.76575089,58.07992172,61.15724182,69.1158905,70.67684174,72.09200287,73.7420578,75.54621887,77.6665802,80.65550232,83.9486618,86.81764984,88.33573914,84.42505646,82.64865875,80.99784851,80.87322998,,52.75688934,60.92251968,72.743927,87.0907135,100.1162872,99.75509644,97.25273132,94.1384964,91.84905243,91.89398956,,99.58097839,105.4187698,114.7277679,109.1055832,105.3678207,102.4508896,99.60559845,98.76524353,95.98497772,99.29649353,97.10504913,96.34255219,100.9556122,,,,
Latin America & Caribbean (excluding high income),LAC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,25.08317,26.61304,29.97621,32.21082,37.97644,41.01681,44.20128,46.33785,47.92981,72.68286,73.70683,74.8036,75.78295,76.57083,77.2669,53.41567,78.4842,78.61026,78.84742,79.0604,79.23977,79.4627,79.93127,80.36715,80.98593,81.94878,82.96328,83.76651,85.42679,86.47332,88.08292,88.70579,89.92119,88.2468,89.41902,89.82538,89.6515,89.8433,91.39428,92.17117,93.07956,92.99759,92.46341,96.96915,97.15073,97.10762,97.92566,97.80119,99.7723,100.1606
Lao PDR,LAO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,1.973500013,2.441999912,3.116029978,,,,7.620190144,10.35381031,12.74722958,14.21382046,15.28964996,,,,,17.53506088,,19.83090019,,18.78701973,,16.00930977,16.9936409,18.72109032,19.48259926,19.7443409,21.34429932,23.63640976,26.21136093,28.06642914,29.87693024,32.43201065,35.05041122,36.86227036,37.39834976,37.17287064,37.90159988,39.02645874,40.53710938,42.30701828,41.78084183,45.33874893,49.76538849,55.94343185,60.68507004,63.55443954,64.88726807,65.02220154,63.56626129
Lebanon,LBN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,34.21419144,,36.99657059,,,,,,,,,68.87991333,,,60.11933136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,4.341080189,4.664120197,5.469439983,,,8.292840004,7.124010086,,12.07314968,12.80385971,12.95248985,,,,,,,,,,,,,,,,,,,25.32690048,30.2990799,,,,,,,,,,,41.54133987,,,33.57566071,32.90856934,,,,
Libya,LBY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,7.611569881,9.542469978,13.73661995,20.21776962,25.86478043,34.52545166,42.30781174,48.01401138,53.90394974,57.05199051,55.05018997,,58.14947128,,,65.72696686,,,,,,,,,,,,,,,,111.0479813,107.2298126,,100.7371597,105.986969,,,,,,,,,,,,,
St. Lucia,LCA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,29.74761009,30.39640999,,,,34.62427139,,,,30.27804947,34.57413864,35.15084076,36.45381165,47.3913002,51.94192886,52.9127388,,,59.3797493,63.02151108,75.22054291,86.10556793,,,,82.34633636,,79.2960434,83.43415833,82.55680847,82.68749237,82.18463135,72.70662689,84.14994812,88.83027649,92.60986328,95.43058014,96.08257294,93.26107025,91.51551056,88.82124329,87.76249695,87.2579422,88.12014008,88.9447937,89.16313934,89.43920135,88.62770081
Latin America & Caribbean,LCN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,26.92739,28.42979,31.77562,34.02194,39.5404,42.36257,45.38559,47.44108,49.06109,72.55064,73.54592,74.6402,75.30827,76.45885,77.21952,54.63617,78.51472,78.67494,78.95026,79.08964,79.19237,79.82624,80.27761,80.2471,80.86831,81.83986,82.87155,83.72259,85.31715,86.366,88.01667,88.68454,89.91729,88.39095,89.52946,89.91896,89.75555,89.83634,91.31512,92.01772,92.97489,92.89634,92.41091,96.96656,97.17595,97.17894,97.96004,97.8388,99.74361,100.1148
Least developed countries: UN classification,LDC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,8.53963,8.48868,8.60453,8.80957,8.81912,8.94509,9.04679,8.87434,9.07865,9.478,10.43045,10.05354,11.00055,11.85542,12.51789,12.41869,12.77818,12.96112,13.28047,13.51537,13.26836,14.26379,15.16002,15.97402,16.95472,18.70176,19.76684,20.74724,22.16323,23.26934,24.49133,25.58198,26.92114,27.51489,27.40647,28.40265,29.54783,30.54685,32.00198,33.60222,35.59054,36.91907,38.49665,40.05997,41.19485,42.2525,43.59204,44.08103,44.88916,44.75844
Low income,LIC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,15.51383,15.91263,16.23989,16.38581,16.32781,16.34448,16.45639,16.93567,17.53411,18.31881,19.1583,19.81874,20.70293,21.1443,21.31925,21.22401,21.0168,20.77448,20.70509,20.22283,19.6725,19.34827,18.91708,18.64247,18.40272,19.39406,19.38256,19.40857,19.80946,20.05601,20.48142,21.2089,22.25269,24.05631,25.16712,26.42125,27.87203,28.86561,30.50809,31.84559,33.24893,34.54977,35.70117,35.44388,35.67932,36.00925,36.15644,36.56129,36.73397,
Liechtenstein,LIE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1712494,103.8596497,100.1396637,99.65705872,99.58931732,100.2708206,97.84657288,100,101.0673828,101.4656906,,103.2742233,101.7217636,101.9067764,105.0651169,101.6411438,
Sri Lanka,LKA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,49.29310989,,,,,57.04587173,58.02801132,60.07825089,62.51242065,64.30188751,67.1704483,82.10444641,83.7711792,85.12203217,86.17945099,86.15840912,87.91909027,89.25959778,91.71929932,90.67861938,,,,,,,,,,,,,,,97.47769165,99.978302,101.7698593,101.7588882,,,99.28137207,100.4874573,102.6321182,
Lower middle income,LMC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,19.47944,19.51404,19.89792,20.32761,20.60795,20.97117,21.27833,21.67536,22.16427,22.81814,23.61031,24.20767,25.01762,26.87351,27.08281,28.10909,29.0911,29.4725,29.6683,29.97342,31.29126,32.84614,34.33969,35.75129,36.77224,37.18468,37.61264,38.76036,39.14994,39.40897,40.70815,41.47848,43.18175,45.70192,46.69852,48.15588,49.13678,50.69481,52.99876,53.98987,56.52421,58.81854,60.92907,62.95391,65.45188,65.91794,66.98936,66.21709,67.36678,67.49965
Low & middle income,LMY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,25.9377,27.66952,29.42763,30.78649,31.05108,31.73879,33.46161,34.88681,35.44296,37.16329,35.82242,34.82515,33.85277,34.17127,34.23506,32.96667,36.40344,37.57315,38.23804,38.58639,39.18123,40.48682,42.01646,43.39152,44.64835,46.07812,47.50764,48.88235,49.83507,50.50318,51.42292,51.97033,53.12476,54.70438,55.91967,57.12827,58.63492,60.67777,62.6974,63.99682,65.58057,67.07241,68.11656,69.80905,70.92503,71.00087,71.36528,70.98146,71.84716,72.05927
Lesotho,LSO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,12.22939968,7.68103981,8.599880219,11.11161995,,13.31754017,14.38288021,15.23766994,15.34854031,18.51763916,19.5234108,21.27972031,21.60800934,24.00304985,24.29940987,24.54380989,25.31855965,27.13269997,27.76889992,27.21219063,27.03980064,26.26999092,28.03807068,29.06531906,31.68951988,,32.22204971,33.14057159,33.08832932,31.98291016,31.78245926,33.66926956,35.54714966,37.01832962,40.08290863,43.0187912,44.83060837,49.21358109,53.25605011,59.0694809,65.40679932,69.29828644,71.95379639,69.28108215,69.36351776,69.65692139,67.23126984,71.25647736,,
Late-demographic dividend,LTE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,51.44791,54.60145,54.96338,53.50638,56.14155,51.92083,48.61441,44.98904,43.5766,43.41821,39.35208,45.75063,47.89116,49.27552,50.00986,50.71073,52.89056,55.70915,58.02294,60.27733,63.21745,66.41848,68.16834,69.68537,70.5151,70.52543,70.06099,70.12478,70.60331,72.24753,74.19351,76.9366,80.58214,84.16478,86.98226,88.21228,89.06629,88.73262,90.86758,89.97174,89.21515,88.83886,89.01561,90.61463,91.83424
Lithuania,LTU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.31693268,,86.26467896,89.19873047,92.0269165,93.06907654,94.48078156,96.55097961,99.29354095,101.3289566,103.7052231,102.5793228,104.1657562,106.6622009,106.7779694,106.1659698,104.7501907,104.1203995,104.5554504,104.1540222,106.4457169,105.8467712,105.3827133,104.9873123,106.0408707,106.1936264,
Luxembourg,LUX,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,45.74053955,45.76028061,46.36724854,47.68799973,58.10810852,59.0867691,60.45896912,61.34489059,62.22047043,63.65169144,62.68838882,71.41098022,71.8006134,72.65216827,,75.73525238,75.81445313,71.48121643,,,,69.82348633,74.02702332,76.91692352,83.27262878,89.76042175,93.00640869,92.9359436,99.56394196,99.88540649,100.4388809,99.32811737,98.69277191,97.82644653,97.91937256,97.70892334,98.30201721,98.7349472,,102.8211594,102.6069412,102.1200333,104.0472717,103.8667603,104.2372513,105.2976913,104.7800064,105.3623276,
Latvia,LVA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.76371765,91.69735718,90.02600861,92.34323883,92.03991699,90.39385986,88.49172211,88.68367004,89.02179718,91.38500214,93.53707123,95.32898712,96.06788635,98.83236694,102.4117279,103.948349,105.0117264,105.7597885,99.78134918,102.1149902,103.9788666,104.8457413,112.9356766,112.1997299,111.1741486,110.4340668,110.1625214,108.5845718,
"Macao SAR, China",MAC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,19.06843948,21.02438927,26.36166954,26.69278908,,,,,,,,,,,,,,,,62.92650986,,74.42771149,78.86567688,,,,,,82.56043243,85.37133789,88.0974884,86.24273682,85.3046875,84.69669342,83.28987885,84.1590271,85.5704422,82.31053162,83.87319946,86.37671661,89.49465179,90.86502838,91.22747803,91.96140289,93.80760956,98.34078217,100.1129074,100.9029465,100.9793701
St. Martin (French part),MAF,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,6.441619873,6.760499954,,7.984509945,8.688619614,10.69167042,11.61491013,13.0584898,14.69733047,16.01262093,17.35203934,19.52452087,21.50184059,23.22454071,24.76094055,26.7542305,28.48571014,29.79208946,29.48391914,31.07649994,29.9964695,30.36547089,31.03401947,31.99972916,32.42956924,32.48572159,32.73817062,31.89110947,32.55960083,34.30619812,36.09685135,38.37879944,40.82640076,44.19404984,46.29298019,49.2116394,52.20185089,54.01546097,56.52645874,58.8403511,61.52294159,64.14666748,,,,,75.33222198,76.58119202,78.17822266
Monaco,MCO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.10862732,94.3053894,91.13523102,89.08495331,87.69172668,83.44516754,81.61177063,81.0378418,,82.09400177,82.51072693,82.46256256,84.67732239,86.60253143,88.95915985,89.95883942,91.31292725,89.96575165,89.55085754,89.68981934,89.02747345,88.66706085,88.96159363,88.9174881,87.88926697,86.46379852,85.64467621,86.54093933,86.45336914,85.69239044
Madagascar,MDG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,8.802359581,8.887579918,,9.243800163,,,,,,,,,,,,,,18.98926926,18.27474976,18.04394913,,,,,,,,,,,,,,,21.00185013,23.62078094,26.15765953,28.49308014,29.68997002,,35.80170059,37.2109108,,37.98080826,38.2990303,38.20751953,37.12337875,37.06354904,35.24391174
Maldives,MDV,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,1.410959959,1.551169991,,,,,,,,,,,,,,,,,,,,,,,51.03715134,54.18241119,57.03524017,66.8381424,35.08802032,41.34786987,53.23091125,63.13034821,65.66870117,71.77243042,72.72550964,,,,,,,,,,,,,,85.84500122,78.4045105
Middle East & North Africa,MEA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,17.8111,17.90476,19.72033,20.98034,22.3482,24.0857,26.14832,28.25716,30.04658,31.46915,32.60192,33.69373,35.26385,36.56781,37.87771,39.36687,41.34369,42.77137,43.72314,45.11602,48.36305,49.42301,49.78178,51.72508,54.47392,55.88837,56.7922,59.00377,61.20374,63.44216,65.02199,66.2232,67.49744,68.91462,70.38925,70.63438,71.04663,70.43057,70.9055,72.07321,72.74308,75.85293,76.86759,75.29058,76.45069,77.44714,78.00702,78.21454,79.10927,79.77223
Mexico,MEX,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,16.82444954,19.32427979,,23.65168953,25.46591949,27.71689034,33.38426971,35.84193039,38.25971985,40.75069046,45.51121902,49.93379974,51.90230179,54.03524017,53.45700836,55.73799896,56.05001068,56.11816025,56.26427078,55.30245972,54.40917969,53.56167984,54.6007309,56.13616943,58.14934921,60.11230087,62.53837967,66.62625885,69.37229156,72.39335632,74.47299957,77.44180298,82.05412292,83.10220337,84.03331757,86.24868011,87.52310181,89.55883789,89.39710999,90.38813782,91.30687714,93.64716339,95.947052,100.0534668,104.0937805,106.1494064,108.219902,109.5876083,
Marshall Islands,MHL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.74606323,,,69.77826691,65.78829193,67.24417114,62.032341,67.96392059,73.25743103,80.14122009,79.31452942,,,,,,68.80641937,66.61849976,,,66.36425018
Middle income,MIC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,26.78803,28.64448,30.52751,31.99158,32.2761,33.01245,34.85652,36.27669,36.76362,38.54531,37.0457,35.9347,34.808,35.11721,35.18964,33.83949,37.56058,38.84843,39.58914,40.02946,40.74621,42.22392,43.95423,45.50678,46.94126,48.45007,50.05227,51.55247,52.57105,53.30492,54.28971,54.84416,56.03944,57.69065,58.9858,60.28581,61.92518,64.23144,66.4521,67.89427,69.65073,71.30581,72.45071,74.5369,75.84583,76.00928,76.52357,76.10098,77.16855,77.56325
North Macedonia,MKD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.43640137,74.82878876,75.95127869,76.88459015,77.55258942,78.30940247,79.18434906,79.97348785,80.27500153,79.67767334,80.41925049,80.04666138,80.20480347,,79.90364075,79.13954163,79.28263855,80.99121094,,81.56139374,79.76306915,79.30465698,81.16414642,,80.3052063,79.10189819,
Mali,MLI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,1.981940031,2.267080069,2.414000034,2.726030111,,3.526479959,,4.620090008,5.098090172,5.054969788,4.139780045,4.663209915,4.181749821,4.355060101,,,3.690560102,3.650130033,4.540609837,4.51955986,4.901599884,5.173820019,5.604770184,6.312280178,7.067170143,7.66741991,8.117460251,8.995229721,10.46681023,12.4528904,,,15.54757023,17.84185028,19.63702965,21.04286957,23.99025917,26.39331055,28.97315979,31.93840027,33.85042191,,36.66656113,37.40829849,36.84054947,36.61061096,37.07136154,36.99536896,
Malta,MLT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,53.02941132,58.49195862,61.59635162,61.32497025,69.17024231,71.20980835,66.47445679,64.59467316,61.78688049,66.59790802,63.28987885,69.44043732,73.72189331,75.78250885,78.76425171,76.82173157,75.38913727,76.07888794,76.94229126,79.40705872,79.80254364,82.80657959,82.51783752,81.53330231,84.10285187,86.11013031,85.64167023,86.44776917,83.97834778,88.02216339,87.5581665,89.80284882,92.76241302,101.4485168,99.91619873,97.02458954,97.69764709,98.4995575,,98.15657806,93.30049896,95.05767822,95.41233063,96.186203,97.84510803,97.75572968,104.6697006,107.3589096,
Myanmar,MMR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,15.36322975,15.78565979,,,,18.43849945,17.28437996,17.07159042,,,,,,,,21.44717979,22.28824997,22.35858917,23.58370972,18.72158051,21.15286064,23.25254059,23.56065941,24.72324944,,,,,32.76768112,37.62110901,36.49436188,37.88922882,38.56652832,41.46165085,43.53504181,45.66819,46.1319313,,48.2157402,49.20285034,,,,52.31130981,,62.9920311,67.10822296,71.29753113,
Middle East & North Africa (excluding high income),MNA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,16.25479,16.37105,18.34611,19.70356,21.13638,22.98166,25.16785,27.39416,29.32228,30.82355,31.89474,32.94153,34.45698,35.6768,36.92403,38.36271,40.3794,41.7625,42.62445,43.95862,47.39187,48.48392,48.84235,50.71728,53.47229,54.76017,55.52569,57.72609,59.93172,62.18735,63.69396,64.78884,65.9143,67.26117,68.62607,68.63137,68.9933,68.16572,68.52784,69.69777,70.13833,73.32243,74.06375,71.88122,72.78942,73.55652,74.67651,75.20989,75.79043,76.57968
Montenegro,MNE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5743103,94.32546234,96.05970001,97.15640259,96.95197296,102.8876877,98.89634705,101.8773727,94.31638336,94.41423798,,,93.50499725,91.34723663,90.54160309,90.52429962,90.96469879
Mongolia,MNG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,75.49449158,77.81416321,78.29902649,,,84.25216675,85.84921265,,,88.5437088,,,,,,,,88.69801331,,74.49018097,74.57781982,71.60112762,72.12522888,70.30303192,70.89790344,68.5832901,72.19714355,78.80386353,82.62484741,88.46356964,92.70549011,95.02094269,94.18785095,,,101.1729965,94.7508316,,,,,,,,,
Northern Mariana Islands,MNP,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
