Country or Area,Year,Area,Type of housing unit,Tenure,Record Type,Reliability,Source Year,Value
Mayotte,2007,Total,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,6607
Mayotte,2007,Total,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,2734
Mayotte,2007,Total,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,802
Mayotte,2007,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,139
Mayotte,2007,Total,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,1509
Mayotte,2007,Total,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,284
Mexico,2010,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,28159373
Mexico,2010,Total,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,21894409
Mexico,2010,Total,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,4017671
Mexico,2010,Total,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,2075791
Mexico,2010,Total,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,171502
Mexico,2010,Total,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,27943290
Mexico,2010,Total,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,21748823
Mexico,2010,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,3976984
Mexico,2010,Total,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,2050960
Mexico,2010,Total,Conventional dwellings,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,166523
Mexico,2010,Total,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,37322
Mexico,2010,Total,Other housing units,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,5630
Mexico,2010,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,9190
Mexico,2010,Total,Other housing units,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,21423
Mexico,2010,Total,Other housing units,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,1079
Mexico,2010,Total,Unknown (type of housing unit),Total,Census - de facto - complete tabulation,"Final figure, complete",2011,178761
Mexico,2010,Total,Unknown (type of housing unit),Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,139956
Mexico,2010,Total,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,31497
Mexico,2010,Total,Unknown (type of housing unit),Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,3408
Mexico,2010,Total,Unknown (type of housing unit),Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,3900
Mexico,2010,Urban,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,21995105
Mexico,2010,Urban,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,16375111
Mexico,2010,Urban,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,3858146
Mexico,2010,Urban,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,1615087
Mexico,2010,Urban,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,146761
Mexico,2010,Urban,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,21819661
Mexico,2010,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,16262239
Mexico,2010,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,3818341
Mexico,2010,Urban,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,1596849
Mexico,2010,Urban,Conventional dwellings,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,142232
Mexico,2010,Urban,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,31977
Mexico,2010,Urban,Other housing units,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,4963
Mexico,2010,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,9129
Mexico,2010,Urban,Other housing units,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,16807
Mexico,2010,Urban,Other housing units,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,1078
Mexico,2010,Urban,Unknown (type of housing unit),Total,Census - de facto - complete tabulation,"Final figure, complete",2011,143467
Mexico,2010,Urban,Unknown (type of housing unit),Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,107909
Mexico,2010,Urban,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,30676
Mexico,2010,Urban,Unknown (type of housing unit),Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,1431
Mexico,2010,Urban,Unknown (type of housing unit),Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,3451
Mexico,2010,Rural,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,6164268
Mexico,2010,Rural,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,5519298
Mexico,2010,Rural,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,159525
Mexico,2010,Rural,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,460704
Mexico,2010,Rural,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,24741
Mexico,2010,Rural,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,6123629
Mexico,2010,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,5486584
Mexico,2010,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,158643
Mexico,2010,Rural,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,454111
Mexico,2010,Rural,Conventional dwellings,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,24291
Mexico,2010,Rural,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2011,5345
Mexico,2010,Rural,Other housing units,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,667
Mexico,2010,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,61
Mexico,2010,Rural,Other housing units,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,4616
Mexico,2010,Rural,Other housing units,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,1
Mexico,2010,Rural,Unknown (type of housing unit),Total,Census - de facto - complete tabulation,"Final figure, complete",2011,35294
Mexico,2010,Rural,Unknown (type of housing unit),Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,32047
Mexico,2010,Rural,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2011,821
Mexico,2010,Rural,Unknown (type of housing unit),Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2011,1977
Mexico,2010,Rural,Unknown (type of housing unit),Unknown,Census - de facto - complete tabulation,"Final figure, complete",2011,449
Monaco,2016,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2019,17299
Monaco,2016,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2019,4126.350642
Monaco,2016,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2019,11121
Monaco,2016,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2019,1174.922006
Monaco,2016,Total,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2019,877.1076908
Mongolia,2010,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,713780
Mongolia,2010,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,619034
Mongolia,2010,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,44951
Mongolia,2010,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,43544
Mongolia,2010,Total,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,6251
Mongolia,2010,Total,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,322836
Mongolia,2010,Total,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,303134
Mongolia,2010,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,4836
Mongolia,2010,Total,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,13361
Mongolia,2010,Total,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,1505
Mongolia,2010,Total,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,382808
Mongolia,2010,Total,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,313343
Mongolia,2010,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,37858
Mongolia,2010,Total,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,28154
Mongolia,2010,Total,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,3453
Mongolia,2010,Total,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2012,8136
Mongolia,2010,Total,Unknown (type of housing unit),Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,2557
Mongolia,2010,Total,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,2257
Mongolia,2010,Total,Unknown (type of housing unit),Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,2029
Mongolia,2010,Total,Unknown (type of housing unit),Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,1293
Mongolia,2010,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,479503
Mongolia,2010,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,401089
Mongolia,2010,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,40903
Mongolia,2010,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,32980
Mongolia,2010,Urban,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,4531
Mongolia,2010,Urban,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,156744
Mongolia,2010,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,142330
Mongolia,2010,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,4305
Mongolia,2010,Urban,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,9132
Mongolia,2010,Urban,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,977
Mongolia,2010,Urban,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,316116
Mongolia,2010,Urban,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,256856
Mongolia,2010,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,34587
Mongolia,2010,Urban,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,22262
Mongolia,2010,Urban,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,2411
Mongolia,2010,Urban,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2012,6643
Mongolia,2010,Urban,Unknown (type of housing unit),Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,1903
Mongolia,2010,Urban,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,2011
Mongolia,2010,Urban,Unknown (type of housing unit),Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,1586
Mongolia,2010,Urban,Unknown (type of housing unit),Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,1143
Mongolia,2010,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,234277
Mongolia,2010,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,217945
Mongolia,2010,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,4048
Mongolia,2010,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,10564
Mongolia,2010,Rural,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,1720
Mongolia,2010,Rural,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,166092
Mongolia,2010,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,160804
Mongolia,2010,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,531
Mongolia,2010,Rural,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,4229
Mongolia,2010,Rural,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,528
Mongolia,2010,Rural,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,66692
Mongolia,2010,Rural,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,56487
Mongolia,2010,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,3271
Mongolia,2010,Rural,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,5892
Mongolia,2010,Rural,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,1042
Mongolia,2010,Rural,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2012,1493
Mongolia,2010,Rural,Unknown (type of housing unit),Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,654
Mongolia,2010,Rural,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2012,246
Mongolia,2010,Rural,Unknown (type of housing unit),Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2012,443
Mongolia,2010,Rural,Unknown (type of housing unit),Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2012,150
Montenegro,2003,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,252662
Montenegro,2003,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,145569
Montenegro,2003,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,19681
Montenegro,2003,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,11410
Montenegro,2003,Total,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,3764
Montenegro,2003,Total,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,72238
Montenegro,2003,Total,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,248873
Montenegro,2003,Total,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,145569
Montenegro,2003,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,19681
Montenegro,2003,Total,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,11410
Montenegro,2003,Total,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Total,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,72213
Montenegro,2003,Total,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,3789
Montenegro,2003,Total,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Total,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Total,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,3764
Montenegro,2003,Total,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,25
Montenegro,2003,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,139684
Montenegro,2003,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,85323
Montenegro,2003,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,15760
Montenegro,2003,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,8492
Montenegro,2003,Urban,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,2496
Montenegro,2003,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,27613
Montenegro,2003,Urban,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,137172
Montenegro,2003,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,85323
Montenegro,2003,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,15760
Montenegro,2003,Urban,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,8492
Montenegro,2003,Urban,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Urban,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,27597
Montenegro,2003,Urban,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,2512
Montenegro,2003,Urban,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Urban,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Urban,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,2496
Montenegro,2003,Urban,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,16
Montenegro,2003,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,112978
Montenegro,2003,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,60246
Montenegro,2003,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,3921
Montenegro,2003,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,2918
Montenegro,2003,Rural,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,1268
Montenegro,2003,Rural,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,44625
Montenegro,2003,Rural,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,111701
Montenegro,2003,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,60246
Montenegro,2003,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,3921
Montenegro,2003,Rural,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,2918
Montenegro,2003,Rural,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Rural,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,44616
Montenegro,2003,Rural,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,1277
Montenegro,2003,Rural,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Rural,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Montenegro,2003,Rural,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,1268
Montenegro,2003,Rural,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,9
Morocco,2004,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,5665264
Morocco,2004,Total,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,3862718
Morocco,2004,Total,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,1038757
Morocco,2004,Total,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2009,587082
Morocco,2004,Total,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,86381
Morocco,2004,Total,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,90326
Morocco,2004,Total,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,5033789
Morocco,2004,Total,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,3532446
Morocco,2004,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,951763
Morocco,2004,Total,Conventional dwellings,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2009,463960
Morocco,2004,Total,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,51169
Morocco,2004,Total,Conventional dwellings,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,34451
Morocco,2004,Total,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,631475
Morocco,2004,Total,Other housing units,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,330272
Morocco,2004,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,86994
Morocco,2004,Total,Other housing units,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2009,123122
Morocco,2004,Total,Other housing units,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,35212
Morocco,2004,Total,Other housing units,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,55875
Morocco,2004,Urban,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,3439809
Morocco,2004,Urban,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,1952863
Morocco,2004,Urban,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,1002745
Morocco,2004,Urban,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2009,373613
Morocco,2004,Urban,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,57656
Morocco,2004,Urban,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,52932
Morocco,2004,Urban,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,3007548
Morocco,2004,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,1734352
Morocco,2004,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,922840
Morocco,2004,Urban,Conventional dwellings,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2009,294882
Morocco,2004,Urban,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,38203
Morocco,2004,Urban,Conventional dwellings,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,17271
Morocco,2004,Urban,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,432261
Morocco,2004,Urban,Other housing units,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,218511
Morocco,2004,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,79905
Morocco,2004,Urban,Other housing units,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2009,78731
Morocco,2004,Urban,Other housing units,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,19453
Morocco,2004,Urban,Other housing units,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,35661
Morocco,2004,Rural,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,2225455
Morocco,2004,Rural,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,1909855
Morocco,2004,Rural,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,36012
Morocco,2004,Rural,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2009,213469
Morocco,2004,Rural,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,28725
Morocco,2004,Rural,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,37394
Morocco,2004,Rural,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,2026241
Morocco,2004,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,1798094
Morocco,2004,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,28923
Morocco,2004,Rural,Conventional dwellings,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2009,169078
Morocco,2004,Rural,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,12966
Morocco,2004,Rural,Conventional dwellings,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,17180
Morocco,2004,Rural,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,199214
Morocco,2004,Rural,Other housing units,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,111761
Morocco,2004,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,7089
Morocco,2004,Rural,Other housing units,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2009,44391
Morocco,2004,Rural,Other housing units,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,15759
Morocco,2004,Rural,Other housing units,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,20214
Myanmar,2014,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2017,10877832
Myanmar,2014,Total,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,9302840
Myanmar,2014,Total,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2017,805491
Myanmar,2014,Total,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2017,272557
Myanmar,2014,Total,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2017,496944
Myanmar,2014,Urban,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2017,3049433
